page_key,parent_key,level,level2_parent,level2_section,page_type,url_path,file_path,title,sidebar_label,directory,extension,has_frontmatter,line_count,description
Tyler_Discord_No_Extractions,Tyler_Discord,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/state-wont-offer-forensic-extractions,site/docs/Tyler_Robinson/discord/state-wont-offer-forensic-extractions.mdx,The State Says It Will Not Offer Forensic Extractions,No Forensic Extractions,Tyler_Robinson/discord,mdx,yes,343,A prosecution filing states plainly that the state does not intend to offer evidence obtained through forensic extractions of the electronics seized - removing the one path that could authenticate the message logs.
Tyler_Discord_Friel_Argument,Tyler_Discord,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/friel-twiggs-text-exchange,site/docs/Tyler_Robinson/discord/friel-twiggs-text-exchange.mdx,The Twiggs Text Exchange and Chris Friel's Sequencing Argument,Friel: Sequencing Argument,Tyler_Robinson/discord,mdx,yes,337,"Chris Friel's contested argument about the sequence in which the Robinson-Twiggs exchange was disclosed, and that the probable cause affidavit wrongly described a text thread as a Discord thread."
Tyler_Discord_Warrant_Page5,Tyler_Discord,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/warrant-twiggs-texts-page5,site/docs/Tyler_Robinson/discord/warrant-twiggs-texts-page5.mdx,Warrant Page 5: The First Text Exchange,Warrant Page 5 Texts,Tyler_Robinson/discord,mdx,yes,326,"The search warrant's verbatim reproduction of the first text exchange between Tyler Robinson and Lance Twiggs, taken at the 1:00 AM September 12 interview by FBI Special Agent Lange."
Tyler_Discord_Own_Terms,Tyler_Discord,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/warrant-twiggs-texts-own-terms,site/docs/Tyler_Robinson/discord/warrant-twiggs-texts-own-terms.mdx,Going Out On My Own Terms: The Second Warrant Block,Own Terms Messages,Tyler_Robinson/discord,mdx,yes,317,"The second warrant block, in which the messages turn from rifle retrieval to a plan to call police from a chosen spot and go out on his own terms rather than be dragged through the courts."
Tyler_Discord_Keyboard_Note,Tyler_Discord,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/keyboard-note-full-exchange,site/docs/Tyler_Robinson/discord/keyboard-note-full-exchange.mdx,The Full Exchange After the Keyboard Note,Keyboard Note Exchange,Tyler_Robinson/discord,mdx,yes,340,"The longest published version of the Robinson-Twiggs exchange, beginning after the roommate reads the note under the keyboard, including the motive line, the week of planning, and the engraved bullets meme."
Tyler_Steam_Handles,Tyler_Steam,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/steam-comments-discord-handles,site/docs/Tyler_Robinson/steam/steam-comments-discord-handles.mdx,Discord Handles Left in the Steam Comments,Handles in Steam Comments,Tyler_Robinson/steam,mdx,yes,341,"A capture of the Steam profile comment wall attributed to Tyler Robinson, in which visitors post their own Discord handles - fentanylsandwich1312 and generic8076 - in plain sight."
Tyler_Steam_Wall,Tyler_Steam,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/steam-comments-cento-egypt,site/docs/Tyler_Robinson/steam/steam-comments-cento-egypt.mdx,"The Steam Wall After the Shooting: 1,116 Comments",Steam Wall After 9/10,Tyler_Robinson/steam,mdx,yes,340,"A capture of the same Steam profile after it had been found by the public - the comment count in the thousands, and the September 2 comment that reads like a shooting joke in hindsight."
Tyler_Steam_Ankha_Profile,Tyler_Steam,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/steam-ankha-egypt-profile,site/docs/Tyler_Robinson/steam/steam-ankha-egypt-profile.mdx,The Ankha Profile and the Egypt Claim,Ankha / Egypt Claim,Tyler_Robinson/steam,mdx,yes,349,"A Steam profile in the same group listing Egypt as its location and My Discord: Ankha_Kitty in its bio, and the X thread that tried to connect it to Egyptian aircraft in Provo."
Tyler_Steam_Craftin247,Tyler_Steam,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/x-thread-craftin247-steam,site/docs/Tyler_Robinson/steam/x-thread-craftin247-steam.mdx,The craftin247 / milk Steam Profile Thread,craftin247 Profile,Tyler_Robinson/steam,mdx,yes,347,"The X thread on the eleven-year Steam profile attributed to Tyler Robinson under the aliases craftin247 and milk, and the Discord handle visible in its comment wall."
Tyler_Steam_Ankha_Thread,Tyler_Steam,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/x-thread-ankha-egypt,site/docs/Tyler_Robinson/steam/x-thread-ankha-egypt.mdx,The Ankha Thread: An Egypt Location Field and a Provo Aircraft,X Thread: Ankha,Tyler_Robinson/steam,mdx,yes,335,"The X post that circulated the Ankha Steam profile, connecting an Egypt location field to reporting about Egyptian aircraft in Provo on September 10."
Tyler_Discord_Objective_Facts,Tyler_Discord,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/bryson-gray-discord-logs-claim,site/docs/Tyler_Robinson/discord/bryson-gray-discord-logs-claim.mdx,The 'Literal Discord Logs' Claim,Literal Discord Logs,Tyler_Robinson/discord,mdx,yes,310,An X post listing the Discord confession as objective fact with the evidence given as the literal discord logs - and what that phrase assumes.
Tyler_Discord_Lyman_Post,Tyler_Discord,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/phil-lyman-discord-radicalization,site/docs/Tyler_Robinson/discord/phil-lyman-discord-radicalization.mdx,"Phil Lyman and a Discord-Radicalization Post, Two Weeks Before",Phil Lyman Post,Tyler_Robinson/discord,mdx,yes,374,"An X thread noting that Utah's Phil Lyman engaged with a post about Discord-based radicalization two weeks before September 10, and how much weight that can carry."
Tyler_Discord_Search_Traffic,Tyler_Discord,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/google-trends-discord-searches,site/docs/Tyler_Robinson/discord/google-trends-discord-searches.mdx,The Israeli and DC Search-Traffic Claim,Search Traffic Claim,Tyler_Robinson/discord,mdx,yes,310,"A long X thread claiming Israeli and Washington DC IP addresses searched Tyler Robinson's Discord and other terms for months beforehand - the claim, and the reason search-trends data cannot carry it."
Tyler_Steam,Tyler_Robinson,3,Tyler_Robinson,Tyler_Robinson,index,/Tyler_Robinson/steam/overview,site/docs/Tyler_Robinson/steam/overview.mdx,Tyler Robinson's Steam Friends and Profiles,Steam,Tyler_Robinson/steam,mdx,yes,527,"The Steam side of the same social circle - all thirteen Steam accounts, the craftin247 and milk profile, the friend list, the public comment wall where visitors posted their own Discord handles, and the full cross-reference to every Discord name."
Tyler_Steam_Roster,Tyler_Steam,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/steam-friends-and-handles-roster,site/docs/Tyler_Robinson/steam/steam-friends-and-handles-roster.mdx,The Steam Names: Every Handle Visible in the Public Captures,The Steam Names Roster,Tyler_Robinson/steam,mdx,yes,370,"The complete roster of every Steam display name, Discord handle and alias readable off the archived Steam captures in this section - published so an investigation can rule each account in or out, not to accuse anyone."
Tyler_Steam_Friend_List,Tyler_Steam,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/steam-friend-list-and-what-valve-holds,site/docs/Tyler_Robinson/steam/steam-friend-list-and-what-valve-holds.mdx,The Friend List and What Valve Holds,The Friend List & Valve,Tyler_Robinson/steam,mdx,yes,348,"A Steam friend list is chosen one person at a time, and Valve holds the login-IP history for the profile and for every account on it - the single record in this case that nobody has produced."
Tyler_Steam_Location_Vs_IP,Tyler_Steam,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/self-reported-location-vs-login-ip,site/docs/Tyler_Robinson/steam/self-reported-location-vs-login-ip.mdx,Typed-In Country vs. Logged IP: Why the Egypt Field Proves Nothing and the Logs Would,Typed-In Country vs. IP,Tyler_Robinson/steam,mdx,yes,333,"The country shown on a Steam profile is a text box the user filled in and can change in seconds. The IP address is not typed in. This page separates the worthless evidence from the decisive evidence, using the Egypt location field as the worked example."
Tyler_Steam_Warrant_Redactions,Tyler_Steam,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/warrant-redacted-every-other-username,site/docs/Tyler_Robinson/steam/warrant-redacted-every-other-username.mdx,Every Other Username Was Redacted - Which Is Why the Steam Names Matter,Warrant Redacted the Rest,Tyler_Robinson/steam,mdx,yes,330,Search Warrant 3217131 names one account and marks the rest 'other usernames redacted' - leaving the public Steam comment wall as the only place where names in the circle are visible at all.
Tyler_Steam_Device_Record,Tyler_Steam,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/device-record-not-being-offered,site/docs/Tyler_Robinson/steam/device-record-not-being-offered.mdx,The Device Record Nobody Is Offering,Device Record Not Offered,Tyler_Robinson/steam,mdx,yes,319,"Prosecutors stated they do not intend to offer evidence obtained through forensic extractions of the seized electronics - which is precisely where a Steam friend list, session history and private messages would live."
Tyler_Steam_One_Phone,Tyler_Steam,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/fbi-interview-one-phone-that-was-read,site/docs/Tyler_Robinson/steam/fbi-interview-one-phone-that-was-read.mdx,The One Phone That Was Read - and the Platform That Was Not,The One Phone Read,Tyler_Robinson/steam,mdx,yes,349,"The FBI interview report shows investigators reading a message record off one roommate's phone, handed over voluntarily hours after the shooting. Nothing equivalent has ever been produced for the Steam side of the same social circle."
Tyler_Steam_Three_Renderings,Tyler_Steam,4,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/roommate-transcript-three-renderings,site/docs/Tyler_Robinson/steam/roommate-transcript-three-renderings.mdx,"The Same Exchange, Three Renderings - and the Steam Wall on the Same Morning",Three Renderings,Tyler_Robinson/steam,mdx,yes,323,"The roommate message exchange exists in the public record in several different renderings that do not match word for word, while the Steam comment wall carries an ordinary joke stamped the morning of September 10."
Tyler_Robinson_twenty_five_hour_driving_timeline,Tyler_Robinson_Shooting,3,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/twenty-five-hour-driving-timeline,site/docs/Tyler_Robinson/twenty-five-hour-driving-timeline.mdx,The 25-Hour Day — 13 Hours of Driving and One Maroon Shirt,The 25-Hour Driving Day,Tyler_Robinson,mdx,yes,309,"A former Charlie Kirk film-crew staffer reads the state's September 10, 2025 timeline for Tyler Robinson back as one continuous clock — 25 hours awake, roughly 13 hours 20 minutes behind the wheel, and a favorite maroon shirt he changes out of and back into."
DoJ_FBI_Law_1_DoJ_FBI,,3,laws,laws,topic,/laws/DoJ_FBI/Law_1_DoJ_FBI,site/docs/laws/1_DoJ_FBI/Law_1_DoJ_FBI.md,Law 1: Charlie Kirk Investigation - DoJ/FBI Forced Disclosure Act,Law 1: Charlie Kirk Investigation - DoJ/FBI Forced Disclosure Act,laws/1_DoJ_FBI,md,yes,1503,
Require_to_Investigate_Law_3_Require_to_Investigate,,3,laws,laws,topic,/laws/Require_to_Investigate/Law_3_Require_to_Investigate,site/docs/laws/3_Require_to_Investigate/Law_3_Require_to_Investigate.md,Law 3: Charlie Kirk Investigation - Mandatory Investigation Act,Law 3: Charlie Kirk Investigation - Mandatory Investigation Act,laws/3_Require_to_Investigate,md,yes,1802,
Tyler_Discord_H_Zealous_Monkey,Tyler_Discord_Friends,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/handle-zealous-monkey-55095,site/docs/Tyler_Robinson/discord/handle-zealous-monkey-55095.mdx,Discord Handle: zealous_monkey_55095,Handle: zealous_monkey_55095,Tyler_Robinson/discord,mdx,yes,396,"The only Discord username in this case that appears unredacted in a court document - the account the confession screenshot is attributed to, what Discord said about it, and the four problems that attach to it."
Tyler_Discord_H_Tylor_Kum,Tyler_Discord_Friends,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/handle-tylor-kum,site/docs/Tyler_Robinson/discord/handle-tylor-kum.mdx,Discord Handle: tylor/kum (Tylor/Ikum),Handle: tylor/kum,Tyler_Robinson/discord,mdx,yes,350,The second username the search warrant attributes to the same confession post - written tylor/kum on page 5 while page 7 of the same document shows zealous_monkey_55095. Never reconciled.
Tyler_Discord_H_Bedbug_Inspector,Tyler_Discord_Friends,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/handle-bedbug-inspector,site/docs/Tyler_Robinson/discord/handle-bedbug-inspector.mdx,Discord Handle: bedbug inspector,Handle: bedbug inspector,Tyler_Robinson/discord,mdx,yes,362,"A second Discord identity reported for Tyler Robinson across the three servers - named only in the leaked archive, never in a court document, and never reconciled with zealous_monkey_55095."
Tyler_Discord_H_Lancelotl,Tyler_Discord_Friends,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/handle-lancelotl,site/docs/Tyler_Robinson/discord/handle-lancelotl.mdx,Discord Handle: Lancelotl,Handle: Lancelotl,Tyler_Robinson/discord,mdx,yes,376,"Lancelotl is reported as one of Lance Twiggs' two Discord identities in the same servers. Twiggs has not been charged, gave statements under oath, and holds use-immunity from two prosecuting offices."
Tyler_Discord_H_Flexolotl,Tyler_Discord_Friends,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/handle-flexolotl,site/docs/Tyler_Robinson/discord/handle-flexolotl.mdx,Discord Handle: Flexolotl,Handle: Flexolotl,Tyler_Robinson/discord,mdx,yes,376,"Flexolotl is reported as one of Lance Twiggs' two Discord identities in the same servers. Twiggs has not been charged, gave statements under oath, and holds use-immunity from two prosecuting offices."
Tyler_Discord_H_Fentanylsandwich,Tyler_Discord_Friends,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/handle-fentanylsandwich1312,site/docs/Tyler_Robinson/discord/handle-fentanylsandwich1312.mdx,Discord Handle: fentanylsandwich1312,Handle: fentanylsandwich1312,Tyler_Robinson/discord,mdx,yes,401,"A Discord handle published by its own owner - typed out by the Steam commenter luvr on a public comment wall on Apr 26 @ 2:33pm, months before the shooting."
Tyler_Discord_H_Generic8076,Tyler_Discord_Friends,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/handle-generic8076,site/docs/Tyler_Robinson/discord/handle-generic8076.mdx,Discord Handle: generic8076,Handle: generic8076,Tyler_Robinson/discord,mdx,yes,395,"A Discord handle published by its own owner - typed out by the Steam commenter Alive but Gay on a public comment wall on Apr 26 @ 2:20pm, months before the shooting."
Tyler_Discord_H_Ankha_Kitty,Tyler_Discord_Friends,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/handle-ankha-kitty,site/docs/Tyler_Robinson/discord/handle-ankha-kitty.mdx,Discord Handle: Ankha_Kitty,Handle: Ankha_Kitty,Tyler_Robinson/discord,mdx,yes,367,"A Discord handle published by its owner in a Steam profile bio - on the same profile that lists Egypt as its location, and which an X thread tried to connect to Egyptian aircraft in Provo."
Tyler_Discord_H_Three_Servers,Tyler_Discord_Friends,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/discord/handle-craftopia-gamin-corruption,site/docs/Tyler_Robinson/discord/handle-craftopia-gamin-corruption.mdx,"Craftopia, Gamin and The Corruption: The Three Named Identifiers",The Three Servers,Tyler_Robinson/discord,mdx,yes,359,"Craftopia, Gamin and The Corruption - the three identifiers named in the Utah State Bureau of Investigation's Discord warrant, recorded as server or username identifiers and never clarified."
Tyler_Steam_A_Craftin247_Milk,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-craftin247-milk,site/docs/Tyler_Robinson/steam/account-craftin247-milk.mdx,Steam Account: craftin247 → milk,Steam: craftin247 / milk,Tyler_Robinson/steam,mdx,yes,407,"The eleven-year Steam profile attributed to Tyler Robinson - the craftin247 alias, the rename to milk, the private settings, the ~1,370 items, and the cross-platform accounts that predate the shooting by about two years."
Tyler_Steam_A_Ankha,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-ankha,site/docs/Tyler_Robinson/steam/account-ankha.mdx,Steam Account: Ankha,Steam: Ankha,Tyler_Robinson/steam,mdx,yes,399,The Steam profile in the same circle that lists Egypt as its location and publishes the Discord handle Ankha_Kitty in its own bio - and why the Egypt field is a meme reference rather than evidence.
Tyler_Steam_A_Cento,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-cento,site/docs/Tyler_Robinson/steam/account-cento.mdx,Steam Account: cento,Steam: cento,Tyler_Robinson/steam,mdx,yes,384,The Steam commenter who posted the September 2 mock news bulletin on Robinson's profile wall - the comment that circulated as foreshadowing and is a standard gaming-friend-group genre.
Tyler_Steam_A_Thank_You,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-thank-you,site/docs/Tyler_Robinson/steam/account-thank-you.mdx,Steam Account: Thank You,Steam: Thank You,Tyler_Robinson/steam,mdx,yes,388,"The Steam commenter whose post carries the Sep 10 @ 11:01am stamp - the morning of the shooting, hours before it happened, and about nothing at all."
Tyler_Steam_A_Clicker_Trained,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-miss-your-son-is-clicker-trained,site/docs/Tyler_Robinson/steam/account-miss-your-son-is-clicker-trained.mdx,Steam Account: miss your son is clicker trained,Steam: miss your son is clicker trained,Tyler_Robinson/steam,mdx,yes,380,"A Steam display name on the comment wall attributed to Tyler Robinson - one comment, Aug 29 @ 3:20pm, twelve days before the shooting, and part of the same running joke."
Tyler_Steam_A_Xx_Chubby,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-xx-chubby-ch43-xx,site/docs/Tyler_Robinson/steam/account-xx-chubby-ch43-xx.mdx,Steam Account: Xx_chubby_ch43_xX,Steam: Xx_chubby_ch43_xX,Tyler_Robinson/steam,mdx,yes,380,"A Steam display name on the comment wall attributed to Tyler Robinson - one comment, Aug 28 @ 1:19pm, part of the running in-group joke the whole wall is made of."
Tyler_Steam_A_Luvr,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-luvr,site/docs/Tyler_Robinson/steam/account-luvr.mdx,Steam Account: luvr,Steam: luvr,Tyler_Robinson/steam,mdx,yes,400,"The Steam commenter who published their own Discord handle - fentanylsandwich1312 - in the open on a public comment wall, months before the shooting."
Tyler_Steam_A_Alive_But_Gay,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-alive-but-gay,site/docs/Tyler_Robinson/steam/account-alive-but-gay.mdx,Steam Account: Alive but Gay,Steam: Alive but Gay,Tyler_Robinson/steam,mdx,yes,396,"The Steam commenter who published their own Discord handle - generic8076 - in the open on a public comment wall, thirteen minutes before the other one."
Tyler_Steam_A_Lucy,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-lucy,site/docs/Tyler_Robinson/steam/account-lucy.mdx,Steam Account: Lucy,Steam: Lucy,Tyler_Robinson/steam,mdx,yes,388,"A Steam display name visible on the archived comment wall, stamped Sep 1 @ 11:31am - nine days before the shooting, in the ordinary pre-September-10 traffic."
Tyler_Steam_A_Peace_Walker,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-peace-walker,site/docs/Tyler_Robinson/steam/account-peace-walker.mdx,Steam Account: peace walker,Steam: peace walker,Tyler_Robinson/steam,mdx,yes,393,"A Steam display name on the archived comment wall stamped 43 minutes before the capture - post-shooting traffic, from the wave of strangers who found the profile."
Tyler_Steam_A_Cute_Lamb,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-cute-lamb-needs-attention,site/docs/Tyler_Robinson/steam/account-cute-lamb-needs-attention.mdx,Steam Name in the Bulletin: Cute Lamb Needs Attention,Steam: Cute Lamb Needs Attention,Tyler_Robinson/steam,mdx,yes,385,"A screen name that appears only inside cento's September 2 roleplay bulletin, cast as the victim of a fictional shooting - a character in a gaming joke, not a friend-list entry."
Tyler_Steam_A_Milsnss,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-milsnss,site/docs/Tyler_Robinson/steam/account-milsnss.mdx,Steam Name in the Bulletin: Milsnss,Steam: Milsnss,Tyler_Robinson/steam,mdx,yes,385,"A screen name that appears only inside cento's September 2 roleplay bulletin, cast as the culprit in a fictional shooting - a character in a gaming joke, not a friend-list entry."
Tyler_Steam_A_Silly_Goose,Tyler_Steam_Roster,5,Tyler_Robinson,Tyler_Robinson,topic,/Tyler_Robinson/steam/account-silly-goose,site/docs/Tyler_Robinson/steam/account-silly-goose.mdx,Steam Name in the Bulletin: silly goose,Steam: silly goose,Tyler_Robinson/steam,mdx,yes,385,"A screen name that appears only inside cento's September 2 roleplay bulletin, cast as the eye witness to a fictional shooting - a character in a gaming joke, not a friend-list entry."
UVU_Library_Backpack,Suspects,3,Suspects,Suspects,topic,/Suspects/UVU_Library_Backpack_Testimony,site/docs/Suspects/UVU_Library_Backpack_Testimony.mdx,UVU Library Backpack — Dispatch Audio and Hearing Testimony,UVU Library Backpack Testimony,Suspects,mdx,yes,235,"UVU dispatch audio from 9/10/2025 paired with preliminary-hearing testimony about a backpack, jacket and gloves recovered near the Fulton Library — and why forensic testing on them was stopped."
Israel_Unit_8200,Israel,3,Israel,Israel,topic,/Israel/unit-8200,site/docs/Israel/unit-8200.mdx,Unit 8200,Unit 8200,Israel,mdx,yes,162,"Unit 8200 is the Israel Defense Forces' signals intelligence and cyber unit — the closest Israeli equivalent to the NSA. This page explains what it is, why it keeps surfacing in the Charlie Kirk investigation, and records an anonymous video allegation naming an '8200 liaison' in a claimed plot against Candace Owens."
Israel_Sept9_Zoom_Officials,Israel,3,Israel,Israel,topic,/Israel/sept-9-zoom-israeli-officials,site/docs/Israel/sept-9-zoom-israeli-officials.mdx,The September 9 Zoom Call With Israeli Officials,Sept 9 Zoom With Israeli Officials,Israel,mdx,yes,147,"Frank Turek says on camera that he sat in the room at TPUSA headquarters on September 9, 2025 while Charlie Kirk held a 50-minute Zoom call with two officials in Israel — the day after the authenticated group chat in which Kirk wrote he was leaving the pro-Israel cause, and the day before he was killed."
Vid_Unit_8200_Candace_Claim,Vid_Intelligence_Services,4,Videos,Videos,index,/Videos/Vid_Intelligence_Services/Vid_Unit_8200_Candace_Claim/overview,site/docs/Videos/Vid_Intelligence_Services/Vid_Unit_8200_Candace_Claim/overview.mdx,Unit 8200 Candace Claim,Unit 8200 Candace Claim,Videos/Vid_Intelligence_Services/Vid_Unit_8200_Candace_Claim,mdx,yes,75,Video evidence filed under Unit 8200 Candace Claim in the Charlie Kirk investigation — 1 clip with write-ups and sources.
Vid_DGSE_Colonel_8200_Candace,Vid_Unit_8200_Candace_Claim,5,Videos,Videos,video,/Videos/Vid_Intelligence_Services/Vid_Unit_8200_Candace_Claim/Vid_AMERICANFIRSTQ_DGSE_Colonel_Candace_2090466,site/docs/Videos/Vid_Intelligence_Services/Vid_Unit_8200_Candace_Claim/Vid_AMERICANFIRSTQ_DGSE_Colonel_Candace_2090466.mdx,"Anonymous ""DGSE Colonel"" Names an 8200 Liaison","""DGSE Colonel"" 8200 Claim",Videos/Vid_Intelligence_Services/Vid_Unit_8200_Candace_Claim,mdx,yes,167,A 2:56 recording in which an unidentified speaker claiming to be a DGSE action-division colonel alleges that a Unit 8200 liaison inside the Elysee paid for an on-air attack on Candace Owens. Anonymous and uncorroborated.
Planes_Following_Provo,Planes_Following_Index,4,Planes,Planes,topic,/Planes/following/Provo_KPVU_2024-04-19_to_2025-09-13/overview,site/docs/Planes/following/Provo_KPVU_2024-04-19_to_2025-09-13/overview.mdx,Provo (KPVU) — April 2024 to September 2025,Provo KPVU,Planes/following/Provo_KPVU_2024-04-19_to_2025-09-13,mdx,yes,306,"Every documented arrival and departure by Egyptian-registered aircraft at Provo Municipal Airport between April 2024 and September 2025 — five tail numbers, seven arrivals, 113 continuous days of parked foreign aircraft, and the September window."
Planes_Following_Lincoln,Planes_Following_Index,4,Planes,Planes,topic,/Planes/following/Lincoln_KLNK_2024-02-09_to_2025-10-11/overview,site/docs/Planes/following/Lincoln_KLNK_2024-02-09_to_2025-10-11/overview.mdx,Lincoln (KLNK) — February 2024 to October 2025,Lincoln KLNK,Planes/following/Lincoln_KLNK_2024-02-09_to_2025-10-11,mdx,yes,270,"Seven arrivals by Egyptian-registered jets at Lincoln, Nebraska between February 2024 and October 2025 — and the 1999 Duncan Aviation maintenance contract that explains almost all of them."
Planes_Following_Omaha,Planes_Following_Index,4,Planes,Planes,topic,/Planes/following/Omaha_KOMA_2024-02-09_to_2025-10-05/overview,site/docs/Planes/following/Omaha_KOMA_2024-02-09_to_2025-10-05/overview.mdx,Omaha (KOMA) — February 2024 to October 2025,Omaha KOMA,Planes/following/Omaha_KOMA_2024-02-09_to_2025-10-05,mdx,yes,236,"Six arrivals by Egyptian-registered jets at Omaha, Nebraska — every one of them followed within twenty minutes by a hop to Lincoln. Omaha is a customs stop that the overlap counts score as a destination."
Planes_Following_Wichita,Planes_Following_Index,4,Planes,Planes,topic,/Planes/following/Wichita_KICT_2022-11-13_to_2025-08-03/overview,site/docs/Planes/following/Wichita_KICT_2022-11-13_to_2025-08-03/overview.mdx,Wichita (KICT) — November 2022 to August 2025,Wichita KICT,Planes/following/Wichita_KICT_2022-11-13_to_2025-08-03,mdx,yes,256,"Egyptian-registered Falcon 7X jets visited Wichita, Kansas repeatedly between 2022 and 2025 — the Air Capital of the World, home to an FAA Part 145 Dassault Falcon service centre. The overlap counts and the audit disagree about most of these dates."
Planes_Following_Wilmington,Planes_Following_Index,4,Planes,Planes,topic,/Planes/following/Wilmington_KILG_2022-11-17_to_2025-10-12/overview,site/docs/Planes/following/Wilmington_KILG_2022-11-17_to_2025-10-12/overview.mdx,Wilmington (KILG) — November 2022 to October 2025,Wilmington KILG,Planes/following/Wilmington_KILG_2022-11-17_to_2025-10-12,mdx,yes,274,"The most-visited airport in the entire Egyptian fleet record — and it appears on the outbound leg only, every single time, for three years. Wilmington, Delaware is a customs stop that the overlap counts score as a destination."
Planes_Following_St_Louis,Planes_Following_Index,4,Planes,Planes,topic,/Planes/following/StLouis_KSTL_2022-12-20_to_2025-02-23/overview,site/docs/Planes/following/StLouis_KSTL_2022-12-20_to_2025-02-23/overview.mdx,St. Louis (KSTL / KCPS) — December 2022 to February 2025,St. Louis KSTL,Planes/following/StLouis_KSTL_2022-12-20_to_2025-02-23,mdx,yes,244,Missouri is one of the five states in the shadowing clustering. St. Louis is where the 2023 TPUSA Faith tour launch produces the closest documented Kirk-side pairing — and where two airports fifteen minutes apart get counted as two visits.
Planes_Following_Minot,Planes_Following_Index,4,Planes,Planes,topic,/Planes/following/Minot_KMOT_2025-04-08_to_2025-09-04/overview,site/docs/Planes/following/Minot_KMOT_2025-04-08_to_2025-09-04/overview.mdx,Minot (KMOT) — April to September 2025,Minot KMOT,Planes/following/Minot_KMOT_2025-04-08_to_2025-09-04,mdx,yes,248,"Every Provo-bound Egyptian jet in 2025 entered the United States at Minot, North Dakota — a small northern field beside a nuclear-mission Air Force base. This is where customs happened, not Provo, and nobody has requested the records."
Planes_Following_Named_People,Planes_Following_Index,4,Planes,Planes,topic,/Planes/following/Named_People,site/docs/Planes/following/Named_People.mdx,Everyone Named In The Following-Planes Material,Named people,Planes/following,mdx,yes,317,"Every person named anywhere in the following-planes source material — who named them, what was allegedly claimed, and what is actually established. Names are published with the allegation attached to them, or with the fact that there is no allegation stated plainly."
